Id,Tipo,Especialidad, Puntuacion 
2217,Clinica,ENT Specialist, 10.0 
2218,Hospital,Dentist, 8.0 
2219,ONG,Ayurveda, 8.0 
2220,Otro,Homeopath, 8.0 
2221,Medico,General Medicine, 8.0 
2222,Especialista,Dermatologists, 8.0 
2223,Clinica,Dermatologists, 10.0 
2224,Hospital,General Medicine, 8.0 
2225,ONG,Dentist, 8.0 
2226,Otro,Ayurveda, 8.0 
2227,Medico,Dentist, 8.0 
2228,Especialista,Dentist, 9.8 
2229,Clinica,Dentist, 10.0 
2230,Hospital,Dermatologists, 9.8 
2231,ONG,ENT Specialist, 9.9 
2232,Otro,General Medicine, 9.7 
2233,Medico,Dentist, 10.0 
2234,Especialista,Dentist, 10.0 
2235,Clinica,Dentist, 8.0 
2236,Hospital,Dermatologists, 9.8 
2237,ONG,Dermatologists, 8.2 
2238,Otro,Homeopath, 9.0 
2239,Medico,General Medicine, 8.0 
2240,Especialista,Dentist, 9.2 
2241,Clinica,ENT Specialist, 9.6 
2242,Hospital,Dentist, 8.0 
2243,ONG,Dentist, 10.0 
2244,Otro,Dermatologists, 9.5 
2245,Medico,Dentist, 9.8 
2246,Especialista,Ayurveda, 10.0 
2247,Clinica,Homeopath, 10.0 
2248,Hospital,Homeopath, 8.0 
2249,ONG,ENT Specialist, 8.0 
2250,Otro,Dermatologists, 8.0 
2251,Medico,General Medicine, 8.0 
2252,Especialista,ENT Specialist, 8.0 
2253,Clinica,Dentist, 9.5 
2254,Hospital,Dentist, 9.0 
2255,ONG,General Medicine, 9.8 
2256,Otro,General Medicine, 9.3 
2257,Medico,Dentist, 8.0 
2258,Especialista,Dermatologists, 9.5 
2259,Clinica,Dermatologists, 9.4 
2260,Hospital,Dermatologists, 9.5 
2261,ONG,Dentist, 8.0 
2262,Otro,General Medicine, 9.6 
2263,Medico,General Medicine, 8.0 
2264,Especialista,ENT Specialist, 8.0 
2265,Clinica,General Medicine, 8.0 
2266,Hospital,Dentist, 8.0 
2267,ONG,Homeopath, 8.0 
2268,Otro,Dermatologists, 9.5 
2269,Medico,Dermatologists, 8.0 
2270,Especialista,ENT Specialist, 8.0 
2271,Clinica,General Medicine, 9.8 
2272,Hospital,Dermatologists, 8.0 
2273,ONG,Dermatologists, 84.0 
2274,Otro,Dentist, 8.6 
2275,Medico,ENT Specialist, 9.6 
2276,Especialista,Homeopath, 8.9 
2277,Clinica,General Medicine, 8.0 
2278,Hospital,Dentist, 0.7 
2279,ONG,General Medicine, 10.0 
2280,Otro,General Medicine, 10.0 
2281,Medico,Ayurveda, 8.0 
2282,Especialista,Dentist, 8.0 
2283,Clinica,Dermatologists, 8.8 
2284,Hospital,ENT Specialist, 8.0 
2285,ONG,General Medicine, 8.0 
2286,Otro,Dermatologists, 10.0 
2287,Medico,General Medicine, 8.0 
2288,Especialista,ENT Specialist, 8.0 
2289,Clinica,Dentist, 8.9 
2290,Hospital,Homeopath, 8.0 
2291,ONG,General Medicine, 8.0 
2292,Otro,General Medicine, 9.6 
2293,Medico,Dentist, 8.0 
2294,Especialista,Homeopath, 8.0 
2295,Clinica,General Medicine, 9.8 
2296,Hospital,Dermatologists, 9.4 
2297,ONG,General Medicine, 8.8 
2298,Otro,General Medicine, 8.0 
2299,Medico,ENT Specialist, 8.0 
2300,Especialista,Ayurveda, 8.0 
2301,Clinica,ENT Specialist, 8.0 
2302,Hospital,Dermatologists, 8.0 
2303,ONG,Dentist, 10.0 
2304,Otro,Dentist, 10.0 
2305,Medico,Homeopath, 8.0 
2306,Especialista,Homeopath, 8.0 
2307,Clinica,Ayurveda, 9.2 
2308,Hospital,ENT Specialist, 8.0 
2309,ONG,ENT Specialist, 8.0 
2310,Otro,Dentist, 0.8 
2311,Medico,Dermatologists, 8.0 
2312,Especialista,Dentist, 9.8 
2313,Clinica,Homeopath, 9.5 
2314,Hospital,Dermatologists, 10.0 
2315,ONG,Homeopath, 8.0 
2316,Otro,Homeopath, 8.0 
2317,Medico,Ayurveda, 8.0 
2318,Especialista,Ayurveda, 8.0 
2319,Clinica,Dentist, 8.0 
2320,Hospital,Dermatologists, 8.0 
2321,ONG,General Medicine, 9.9 
2322,Otro,Dentist, 8.0 
2323,Medico,ENT Specialist, 9.5 
2324,Especialista,Ayurveda, 0.7 
2325,Clinica,Dermatologists, 9.7 
2326,Hospital,Homeopath, 10.0 
2327,ONG,General Medicine, 8.0 
2328,Otro,Dermatologists, 8.0 
2329,Medico,Dermatologists, 8.0 
2330,Especialista,Homeopath, 9.0 
2331,Clinica,Homeopath, 10.0 
2332,Hospital,General Medicine, 10.0 
2333,ONG,Dentist, 9.8 
2334,Otro,Dentist, 8.0 
2335,Medico,Ayurveda, 10.0 
2336,Especialista,ENT Specialist, 8.0 
2337,Clinica,Ayurveda, 8.0 
2338,Hospital,Dentist, 9.0 
2339,ONG,Ayurveda, 10.0 
2340,Otro,Ayurveda, 8.0 
2341,Medico,ENT Specialist, 8.0 
2342,Especialista,ENT Specialist, 8.0 
2343,Clinica,Dermatologists, 8.0 
2344,Hospital,Homeopath, 9.6 
2345,ONG,Dermatologists, 8.0 
2346,Otro,General Medicine, 8.0 
2347,Medico,Dentist, 8.0 
2348,Especialista,ENT Specialist, 10.0 
2349,Clinica,Dermatologists, 8.2 
2350,Hospital,Ayurveda, 10.0 
2351,ONG,General Medicine, 8.0 
2352,Otro,General Medicine, 9.6 
2353,Medico,Homeopath, 8.0 
2354,Especialista,General Medicine, 8.0 
2355,Clinica,Ayurveda, 8.0 
2356,Hospital,ENT Specialist, 8.0 
2357,ONG,Dermatologists, 8.0 
2358,Otro,Dentist, 8.0 
2359,Medico,Dentist, 10.0 
2360,Especialista,Dermatologists, 9.6 
2361,Clinica,General Medicine, 10.0 
2362,Hospital,Ayurveda, 9.6 
2363,ONG,Ayurveda, 8.0 
2364,Otro,Dermatologists, 8.0 
2365,Medico,General Medicine, 8.0 
2366,Especialista,ENT Specialist, 8.0 
2367,Clinica,Dentist, 8.0 
2368,Hospital,Ayurveda, 8.0 
2369,ONG,Dentist, 8.0 
2370,Otro,Homeopath, 9.8 
2371,Medico,Dentist, 8.0 
2372,Especialista,Homeopath, 10.0 
2373,Clinica,General Medicine, 8.0 
2374,Hospital,Dentist, 9.6 
2375,ONG,Dentist, 10.0 
2376,Otro,General Medicine, 8.0 
2377,Medico,Ayurveda, 8.0 
2378,Especialista,ENT Specialist, 8.0 
2379,Clinica,Dentist, 8.0 
2380,Hospital,ENT Specialist, 10.0 
2381,ONG,Homeopath, 9.4 
2382,Otro,Dentist, 9.3 
2383,Medico,Dentist, 8.0 
2384,Especialista,Homeopath, 9.5 
2385,Clinica,Dentist, 8.0 
2386,Hospital,Dermatologists, 9.9 
2387,ONG,General Medicine, 9.6 
2388,Otro,General Medicine, 10.0 
2389,Medico,General Medicine, 8.0 
2390,Especialista,Homeopath, 8.0 
2391,Clinica,General Medicine, 9.2 
2392,Hospital,Dentist, 0.6 
2393,ONG,Homeopath, 8.0 
2394,Otro,Dermatologists, 10.0 
2395,Medico,Dermatologists, 9.3 
2396,Especialista,General Medicine, 9.8 
2397,Clinica,ENT Specialist, 8.0 
2398,Hospital,Dentist, 8.0 
2399,ONG,ENT Specialist, 9.0 
2400,Otro,Dentist, 8.0 
2401,Medico,General Medicine, 9.5 
2402,Especialista,Dentist, 8.0 
2403,Clinica,Dentist, 10.0 
2404,Hospital,Dermatologists, 8.8 
2405,ONG,Dentist, 8.0 
2406,Otro,Dentist, 10.0 
2407,Medico,Dentist, 9.9 
2408,Especialista,Ayurveda, 8.0 
2409,Clinica,ENT Specialist, 8.0 
2410,Hospital,Dermatologists, 8.0 
2411,ONG,Dermatologists, 9.7 
2412,Otro,ENT Specialist, 9.4 
2413,Medico,Ayurveda, 8.2 
2414,Especialista,Dentist, 8.0 
2415,Clinica,ENT Specialist, 8.0 
2416,Hospital,ENT Specialist, 9.9 
2417,ONG,Homeopath, 8.0 
2418,Otro,Ayurveda, 10.0 
2419,Medico,Dentist, 8.0 
2420,Especialista,Dentist, 10.0 
2421,Clinica,Ayurveda, 8.0 
2422,Hospital,Homeopath, 8.0 
2423,ONG,ENT Specialist, 8.0 
2424,Otro,ENT Specialist, 9.3 
2425,Medico,ENT Specialist, 8.0 
2426,Especialista,General Medicine, 84.0 
2427,Clinica,Dermatologists, 8.0 
2428,Hospital,Homeopath, 9.3 
2429,ONG,Ayurveda, 8.0 
2430,Otro,Dentist, 8.0 
2431,Medico,Homeopath, 8.0 
2432,Especialista,Dentist, 8.0 
2433,Clinica,General Medicine, 8.0 
2434,Hospital,Homeopath, 8.8 
2435,ONG,Dentist, 8.0 
2436,Otro,General Medicine, 8.0 
2437,Medico,Dermatologists, 8.0 
2438,Especialista,Homeopath, 8.0 
2439,Clinica,General Medicine, 8.0 
2440,Hospital,General Medicine, 8.0 
2441,ONG,General Medicine, 8.0 
2442,Otro,Dermatologists, 8.0 
2443,Medico,General Medicine, 9.7 
2444,Especialista,Dermatologists, 8.0 
2445,Clinica,Dentist, 9.5 
2446,Hospital,Dentist, 10.0 
2447,ONG,ENT Specialist, 8.0 
2448,Otro,Dentist, 8.0 
2449,Medico,Homeopath, 9.7 
2450,Especialista,Dentist, 8.0 
2451,Clinica,General Medicine, 9.7 
2452,Hospital,Homeopath, 9.7 
2453,ONG,Dentist, 8.0 
2454,Otro,ENT Specialist, 9.9 
2455,Medico,Dentist, 8.0 
2456,Especialista,Dermatologists, 10.0 
2457,Clinica,Dermatologists, 8.0 
2458,Hospital,Homeopath, 8.0 
2459,ONG,Ayurveda, 8.0 
2460,Otro,Homeopath, 8.0 
2461,Medico,Ayurveda, 8.0 
2462,Especialista,General Medicine, 8.0 
2463,Clinica,Dentist, 8.0 
2464,Hospital,ENT Specialist, 9.5 
2465,ONG,Dentist, 8.0 
2466,Otro,Dermatologists, 10.0 
2467,Medico,Dermatologists, 10.0 
2468,Especialista,General Medicine, 10.0 
2469,Clinica,Dentist, 8.0 
2470,Hospital,Ayurveda, 8.3 
2471,ONG,Dermatologists, 10.0 
2472,Otro,Homeopath, 8.0 
2473,Medico,Dermatologists, 9.7 
2474,Especialista,ENT Specialist, 84.0 
2475,Clinica,Homeopath, 8.0 
2476,Hospital,Homeopath, 8.0 
2477,ONG,ENT Specialist, 8.0 
2478,Otro,General Medicine, 8.0 
2479,Medico,Homeopath, 0.7 
2480,Especialista,Dentist, 8.0 
2481,Clinica,Dentist, 9.6 
2482,Hospital,General Medicine, 9.7 
2483,ONG,Dentist, 10.0 
2484,Otro,Homeopath, 9.9 
2485,Medico,Dentist, 8.0 
2486,Especialista,Dentist, 8.0 
2487,Clinica,Dentist, 10.0 
2488,Hospital,Dermatologists, 9.8 
2489,ONG,Dermatologists, 9.5 
2490,Otro,General Medicine, 9.0 
2491,Medico,Homeopath, 9.5 
2492,Especialista,Dentist, 8.0 
2493,Clinica,General Medicine, 8.0 
2494,Hospital,General Medicine, 10.0 
2495,ONG,General Medicine, 8.0 
2496,Otro,Dermatologists, 8.0 
2497,Medico,Dentist, 8.0 
2498,Especialista,Dentist, 10.0 
2499,Clinica,Dermatologists, 9.5 
2500,Hospital,General Medicine, 9.4 
2501,ONG,General Medicine, 0.8 
2502,Otro,General Medicine, 84.0 
2503,Medico,Dentist, 8.0 
2504,Especialista,ENT Specialist, 8.0 
2505,Clinica,Dermatologists, 9.8 
2506,Hospital,ENT Specialist, 9.6 
2507,ONG,General Medicine, 8.0 
2508,Otro,Homeopath, 8.0 
2509,Medico,Dermatologists, 9.5 
2510,Especialista,Dentist, 10.0 
2511,Clinica,Ayurveda, 8.0 
2512,Hospital,Homeopath, 8.8 
2513,ONG,General Medicine, 8.0 
2514,Otro,General Medicine, 8.0 
2515,Medico,Dermatologists, 9.9 
2516,Especialista,General Medicine, 9.6 
2517,Clinica,Dentist, 8.0 
2518,Hospital,Dentist, 9.8 
2519,ONG,Dentist, 10.0 
2520,Otro,Dermatologists, 9.6 
2521,Medico,Dermatologists, 9.5 
2522,Especialista,Homeopath, 8.0 
2523,Clinica,Dentist, 9.8 
2524,Hospital,Dentist, 8.0 
2525,ONG,Dentist, 9.4 
2526,Otro,Ayurveda, 8.0 
2527,Medico,ENT Specialist, 8.0 
2528,Especialista,ENT Specialist, 8.0 
2529,Clinica,Dermatologists, 9.3 
2530,Hospital,Ayurveda, 8.0 
2531,ONG,General Medicine, 8.0 
2532,Otro,Ayurveda, 9.6 
2533,Medico,ENT Specialist, 9.0 
2534,Especialista,General Medicine, 9.8 
2535,Clinica,Homeopath, 8.0 
2536,Hospital,Dentist, 8.0 
2537,ONG,ENT Specialist, 9.7 
2538,Otro,General Medicine, 8.0 
2539,Medico,Homeopath, 9.5 
2540,Especialista,Dentist, 8.0 
2541,Clinica,Dermatologists, 8.0 
2542,Hospital,Dermatologists, 10.0 
2543,ONG,ENT Specialist, 8.0 
2544,Otro,Ayurveda, 8.2 
2545,Medico,Dermatologists, 9.7 
2546,Especialista,General Medicine, 9.9 
2547,Clinica,Homeopath, 8.0 
2548,Hospital,ENT Specialist, 10.0 
2549,ONG,Ayurveda, 0.6 
2550,Otro,Dentist, 9.6 
2551,Medico,Homeopath, 9.9 
2552,Especialista,Dentist, 8.0 
2553,Clinica,ENT Specialist, 9.9 
2554,Hospital,General Medicine, 9.4 
2555,ONG,Dentist, 10.0 
2556,Otro,Dermatologists, 8.0 
2557,Medico,Dentist, 9.7 
2558,Especialista,Dermatologists, 9.8 
2559,Clinica,General Medicine, 8.0 
2560,Hospital,General Medicine, 8.0 
2561,ONG,Dermatologists, 8.0 
2562,Otro,General Medicine, 8.0 
2563,Medico,Ayurveda, 8.0 
2564,Especialista,General Medicine, 8.0 
2565,Clinica,Dermatologists, 10.0 
2566,Hospital,Dentist, 9.2 
2567,ONG,ENT Specialist, 8.0 
2568,Otro,Homeopath, 9.0 
2569,Medico,Dermatologists, 10.0 
2570,Especialista,Dentist, 9.6 
2571,Clinica,Dentist, 9.2 
2572,Hospital,Dentist, 8.0 
2573,ONG,Dentist, 8.0 
2574,Otro,ENT Specialist, 10.0 
2575,Medico,Ayurveda, 8.0 
2576,Especialista,Dentist, 9.6 
2577,Clinica,Ayurveda, 9.8 
2578,Hospital,General Medicine, 8.0 
2579,ONG,Dermatologists, 9.8 
2580,Otro,ENT Specialist, 8.0 
2581,Medico,Dentist, 8.0 
2582,Especialista,Dermatologists, 8.0 
2583,Clinica,Dermatologists, 9.6 
2584,Hospital,General Medicine, 9.6 
2585,ONG,General Medicine, 8.0 
2586,Otro,Dermatologists, 0.1 
2587,Medico,ENT Specialist, 9.9 
2588,Especialista,Dermatologists, 8.0 
2589,Clinica,Dentist, 10.0 
2590,Hospital,Dermatologists, 10.0 
2591,ONG,General Medicine, 9.7 
2592,Otro,Homeopath, 8.0 
2593,Medico,Homeopath, 9.5 
2594,Especialista,General Medicine, 9.7 
2595,Clinica,Homeopath, 8.0 
2596,Hospital,Dentist, 9.8 
2597,ONG,Homeopath, 10.0 
2598,Otro,Dentist, 8.0 
2599,Medico,ENT Specialist, 9.7 
2600,Especialista,General Medicine, 8.0 
2601,Clinica,Ayurveda, 8.0 
2602,Hospital,General Medicine, 8.0 
2603,ONG,Homeopath, 8.0 
2604,Otro,General Medicine, 8.0 
2605,Medico,Ayurveda, 8.0 
2606,Especialista,Dermatologists, 8.0 
2607,Clinica,ENT Specialist, 8.0 
2608,Hospital,General Medicine, 10.0 
2609,ONG,ENT Specialist, 8.0 
2610,Otro,Dentist, 8.0 
2611,Medico,Dermatologists, 10.0 
2612,Especialista,General Medicine, 9.7 
2613,Clinica,General Medicine, 8.0 
2614,Hospital,Dermatologists, 8.0 
2615,ONG,General Medicine, 10.0 
2616,Otro,Homeopath, 10.0 
2617,Medico,Dermatologists, 8.0 
2618,Especialista,General Medicine, 10.0 
2619,Clinica,Dermatologists, 8.0 
2620,Hospital,General Medicine, 9.7 
2621,ONG,Ayurveda, 10.0 
2622,Otro,Dentist, 8.0 
2623,Medico,General Medicine, 9.3 
2624,Especialista,Homeopath, 8.0 
2625,Clinica,ENT Specialist, 8.0 
2626,Hospital,Dermatologists, 8.0 
2627,ONG,General Medicine, 8.0 
2628,Otro,Dermatologists, 8.0 
2629,Medico,Dentist, 10.0 
2630,Especialista,ENT Specialist, 10.0 
2631,Clinica,General Medicine, 8.0 
2632,Hospital,General Medicine, 8.0 
2633,ONG,Dentist, 8.0 
2634,Otro,ENT Specialist, 8.0 
2635,Medico,Homeopath, 8.0 
2636,Especialista,General Medicine, 9.8 
2637,Clinica,ENT Specialist, 8.0 
2638,Hospital,Ayurveda, 8.0 
2639,ONG,Dentist, 8.0 
2640,Otro,General Medicine, 8.0 
2641,Medico,Homeopath, 8.0 
2642,Especialista,Ayurveda, 8.0 
2643,Clinica,Dentist, 8.0 
2644,Hospital,ENT Specialist, 8.0 
2645,ONG,General Medicine, 8.0 
2646,Otro,General Medicine, 8.0 
2647,Medico,Dermatologists, 7.4 
2648,Especialista,Ayurveda, 9.5 
2649,Clinica,ENT Specialist, 8.0 
2650,Hospital,ENT Specialist, 9.4 
2651,ONG,Ayurveda, 8.0 
2652,Otro,Dermatologists, 10.0 
2653,Medico,General Medicine, 8.0 
2654,Especialista,General Medicine, 10.0 
2655,Clinica,General Medicine, 8.0 
2656,Hospital,Dentist, 8.0 
2657,ONG,General Medicine, 9.9 
2658,Otro,General Medicine, 10.0 
2659,Medico,General Medicine, 8.0 
2660,Especialista,Ayurveda, 8.0 
2661,Clinica,Ayurveda, 8.0 
2662,Hospital,Homeopath, 9.7 
2663,ONG,Dentist, 8.0 
2664,Otro,ENT Specialist, 8.0 
2665,Medico,General Medicine, 9.8 
2666,Especialista,General Medicine, 8.0 
2667,Clinica,Ayurveda, 9.6 
2668,Hospital,Dentist, 8.0 
2669,ONG,Dentist, 8.0 
2670,Otro,Dermatologists, 10.0 
2671,Medico,General Medicine, 7.8 
2672,Especialista,Dentist, 8.7 
2673,Clinica,ENT Specialist, 9.8 
2674,Hospital,ENT Specialist, 8.0 
2675,ONG,Homeopath, 8.0 
2676,Otro,General Medicine, 8.0 
2677,Medico,Ayurveda, 8.0 
2678,Especialista,Ayurveda, 8.0 
2679,Clinica,Dentist, 8.0 
2680,Hospital,Dentist, 10.0 
2681,ONG,Homeopath, 8.0 
2682,Otro,Ayurveda, 8.8 
2683,Medico,Ayurveda, 8.0 
2684,Especialista,ENT Specialist, 8.0 
2685,Clinica,Dermatologists, 8.0 
2686,Hospital,Dentist, 9.6 
2687,ONG,ENT Specialist, 8.0 
2688,Otro,Homeopath, 8.0 
2689,Medico,Dentist, 8.0 
2690,Especialista,Homeopath, 10.0 
2691,Clinica,Dermatologists, 8.0 
2692,Hospital,Ayurveda, 9.8 
2693,ONG,General Medicine, 8.0 
2694,Otro,Dentist, 8.0 
2695,Medico,Dermatologists, 9.4 
2696,Especialista,General Medicine, 9.0 
2697,Clinica,Dermatologists, 8.0 
2698,Hospital,Homeopath, 10.0 
2699,ONG,ENT Specialist, 8.0 
2700,Otro,Dentist, 8.0 
2701,Medico,Dentist, 9.8 
2702,Especialista,Dermatologists, 10.0 
2703,Clinica,General Medicine, 8.0 
2704,Hospital,Dermatologists, 8.0 
2705,ONG,ENT Specialist, 10.0 
2706,Otro,Dermatologists, 8.0 
2707,Medico,General Medicine, 8.0 
2708,Especialista,Dermatologists, 8.0 
2709,Clinica,Dermatologists, 9.7 
2710,Hospital,Dentist, 10.0 
2711,ONG,Dentist, 9.8 
2712,Otro,Dermatologists, 9.6 
2713,Medico,Homeopath, 8.0 
2714,Especialista,Dentist, 8.0 
2715,Clinica,Dermatologists, 8.0 
2716,Hospital,General Medicine, 0.6 
2717,ONG,ENT Specialist, 8.0 
2718,Otro,Dentist, 8.0 
2719,Medico,Dentist, 8.0 
2720,Especialista,ENT Specialist, 10.0 
2721,Clinica,General Medicine, 8.0 
2722,Hospital,Dentist, 8.0 
2723,ONG,ENT Specialist, 9.3 
2724,Otro,Dermatologists, 8.0 
2725,Medico,Dentist, 8.0 
2726,Especialista,Dermatologists, 10.0 
2727,Clinica,Dentist, 0.7 
2728,Hospital,Ayurveda, 9.9 
2729,ONG,General Medicine, 8.0 
2730,Otro,General Medicine, 8.0 
2731,Medico,General Medicine, 8.0 
2732,Especialista,Dentist, 10.0 
2733,Clinica,ENT Specialist, 10.0 
2734,Hospital,Dentist, 9.5 
2735,ONG,Homeopath, 10.0 
2736,Otro,ENT Specialist, 8.0 
2737,Medico,Ayurveda, 8.0 
2738,Especialista,Dermatologists, 8.0 
2739,Clinica,Ayurveda, 0.8 
2740,Hospital,General Medicine, 8.0 
2741,ONG,General Medicine, 9.5 
2742,Otro,Homeopath, 8.0 
2743,Medico,Ayurveda, 8.0 
2744,Especialista,Dentist, 8.0 
2745,Clinica,Dentist, 10.0 
2746,Hospital,Ayurveda, 8.0 
2747,ONG,Dermatologists, 8.0 
2748,Otro,Ayurveda, 8.0 
2749,Medico,Dentist, 8.0 
2750,Especialista,Dermatologists, 10.0 
2751,Clinica,Homeopath, 8.0 
2752,Hospital,Ayurveda, 8.0 
2753,ONG,Ayurveda, 8.0 
2754,Otro,Dentist, 10.0 
2755,Medico,Homeopath, 8.0 
2756,Especialista,Dentist, 9.9 
2757,Clinica,Dermatologists, 10.0 
2758,Hospital,Homeopath, 8.0 
2759,ONG,General Medicine, 0.8 
2760,Otro,ENT Specialist, 8.0 
2761,Medico,General Medicine, 8.0 
2762,Especialista,General Medicine, 8.0 
2763,Clinica,General Medicine, 8.0 
2764,Hospital,Dermatologists, 8.0 
2765,ONG,Ayurveda, 8.0 
2766,Otro,Dermatologists, 8.0 
2767,Medico,Dentist, 8.5 
2768,Especialista,Ayurveda, 8.0 
2769,Clinica,Ayurveda, 10.0 
2770,Hospital,Ayurveda, 8.5 
2771,ONG,Ayurveda, 8.0 
2772,Otro,Ayurveda, 8.0 
2773,Medico,Dentist, 9.5 
2774,Especialista,Homeopath, 9.6 
2775,Clinica,General Medicine, 8.3 
2776,Hospital,Dentist, 8.0 
2777,ONG,Dentist, 8.0 
2778,Otro,ENT Specialist, 10.0 
2779,Medico,Dermatologists, 9.4 
2780,Especialista,Homeopath, 8.0 
2781,Clinica,General Medicine, 9.9 
2782,Hospital,Dentist, 8.0 
2783,ONG,General Medicine, 8.0 
2784,Otro,Ayurveda, 10.0 
2785,Medico,General Medicine, 8.0 
2786,Especialista,Dentist, 8.0 
2787,Clinica,Homeopath, 8.0 
2788,Hospital,General Medicine, 10.0 
2789,ONG,General Medicine, 8.0 
2790,Otro,Dentist, 10.0 
2791,Medico,Ayurveda, 10.0 
2792,Especialista,Homeopath, 8.0 
2793,Clinica,Dentist, 8.0 
2794,Hospital,Dentist, 10.0 
2795,ONG,ENT Specialist, 9.7 
2796,Otro,General Medicine, 8.8 
2797,Medico,ENT Specialist, 8.0 
2798,Especialista,Homeopath, 8.0 
2799,Clinica,Ayurveda, 8.0 
2800,Hospital,Dentist, 8.0 
2801,ONG,ENT Specialist, 9.6 
2802,Otro,ENT Specialist, 9.2 
2803,Medico,Dentist, 8.0 
2804,Especialista,ENT Specialist, 10.0 
2805,Clinica,General Medicine, 9.8 
2806,Hospital,General Medicine, 8.0 
2807,ONG,Dermatologists, 8.0 
2808,Otro,ENT Specialist, 9.8 
2809,Medico,ENT Specialist, 9.5 
2810,Especialista,Dentist, 9.5 
2811,Clinica,Homeopath, 9.5 
2812,Hospital,General Medicine, 8.0 
2813,ONG,General Medicine, 8.0 
2814,Otro,ENT Specialist, 8.0 
2815,Medico,Dentist, 8.0 
2816,Especialista,ENT Specialist, 10.0 
2817,Clinica,General Medicine, 8.0 
2818,Hospital,General Medicine, 8.0 
2819,ONG,Dermatologists, 8.0 
2820,Otro,Ayurveda, 8.6 
2821,Medico,ENT Specialist, 8.0 
2822,Especialista,Dentist, 8.0 
2823,Clinica,Dermatologists, 9.8 
2824,Hospital,General Medicine, 9.8 
2825,ONG,General Medicine, 8.0 
2826,Otro,ENT Specialist, 9.5 
2827,Medico,Dermatologists, 8.0 
2828,Especialista,General Medicine, 9.6 
2829,Clinica,Dermatologists, 9.0 
2830,Hospital,Dentist, 0.7 
2831,ONG,General Medicine, 9.8 
2832,Otro,Dentist, 8.0 
2833,Medico,Dermatologists, 9.8 
2834,Especialista,Dentist, 0.7 
2835,Clinica,Homeopath, 8.0 
2836,Hospital,Dentist, 9.9 
2837,ONG,Dermatologists, 9.8 
2838,Otro,Dermatologists, 8.0 
2839,Medico,Dentist, 10.0 
2840,Especialista,General Medicine, 10.0 
2841,Clinica,ENT Specialist, 9.7 
2842,Hospital,Ayurveda, 8.0 
2843,ONG,Homeopath, 8.0 
2844,Otro,ENT Specialist, 8.0 
2845,Medico,General Medicine, 9.8 
2846,Especialista,General Medicine, 8.0 
2847,Clinica,General Medicine, 8.0 
2848,Hospital,Dentist, 8.0 
2849,ONG,Dentist, 10.0 
2850,Otro,Dentist, 9.5 
2851,Medico,Homeopath, 9.5 
2852,Especialista,General Medicine, 8.0 
2853,Clinica,ENT Specialist, 8.0 
2854,Hospital,Dentist, 8.0 
2855,ONG,General Medicine, 8.0 
2856,Otro,Dermatologists, 9.7 
2857,Medico,Dentist, 9.4 
2858,Especialista,ENT Specialist, 9.7 
2859,Clinica,General Medicine, 8.0 
2860,Hospital,Dermatologists, 8.0 
2861,ONG,Ayurveda, 8.0 
2862,Otro,Homeopath, 8.0 
2863,Medico,Dermatologists, 8.0 
2864,Especialista,Homeopath, 8.9 
2865,Clinica,Homeopath, 8.0 
2866,Hospital,Dentist, 8.0 
2867,ONG,Dentist, 9.4 
2868,Otro,Dentist, 8.0 
2869,Medico,Ayurveda, 9.9 
2870,Especialista,Homeopath, 8.0 
2871,Clinica,General Medicine, 9.2 
2872,Hospital,Dentist, 8.0 
2873,ONG,General Medicine, 8.0 
2874,Otro,General Medicine, 8.0 
2875,Medico,General Medicine, 9.0 
2876,Especialista,Dentist, 8.0 
2877,Clinica,Ayurveda, 9.0 
2878,Hospital,Dentist, 8.0 
2879,ONG,ENT Specialist, 9.4 
2880,Otro,ENT Specialist, 8.0 
2881,Medico,Dermatologists, 9.9 
2882,Especialista,Dentist, 8.0 
2883,Clinica,Ayurveda, 8.0 
2884,Hospital,ENT Specialist, 8.0 
2885,ONG,Homeopath, 8.0 
2886,Otro,Homeopath, 8.0 
2887,Medico,Homeopath, 8.0 
2888,Especialista,Homeopath, 9.9 
2889,Clinica,Dentist, 9.4 
2890,Hospital,Ayurveda, 9.7 
2891,ONG,Dermatologists, 8.0 
2892,Otro,Dentist, 9.3 
2893,Medico,Dermatologists, 9.7 
2894,Especialista,Ayurveda, 8.0 
2895,Clinica,Ayurveda, 8.0 
2896,Hospital,ENT Specialist, 8.0 
2897,ONG,ENT Specialist, 9.6 
2898,Otro,Homeopath, 8.0 
2899,Medico,ENT Specialist, 8.0 
2900,Especialista,Dentist, 9.7 
2901,Clinica,ENT Specialist, 8.0 
2902,Hospital,Ayurveda, 8.0 
2903,ONG,ENT Specialist, 8.0 
2904,Otro,Homeopath, 8.0 
2905,Medico,General Medicine, 9.8 
2906,Especialista,Ayurveda, 8.0 
2907,Clinica,General Medicine, 8.0 
2908,Hospital,Ayurveda, 9.8 
2909,ONG,Dentist, 9.4 
2910,Otro,Dermatologists, 8.0 
2911,Medico,Dentist, 10.0 
2912,Especialista,Homeopath, 8.0 
2913,Clinica,Dentist, 10.0 
2914,Hospital,Dentist, 9.3 
2915,ONG,Homeopath, 8.0 
2916,Otro,Dentist, 8.0 
2917,Medico,Dentist, 9.8 
2918,Especialista,General Medicine, 9.9 
2919,Clinica,Homeopath, 8.0 
2920,Hospital,Dermatologists, 8.0 
2921,ONG,Dentist, 8.0 
