Id,Tipo,Edad,Sexo,Especialidad,Pacientes,Casos
2012,Especialista,41,H,Dentist,1000,1008
2013,Clinica,61,H,Dentist,1050,1051
2014,Hospital,39,H,Dentist,1050,304
2015,ONG,63,H,General Medicine,400,506
2016,Otro,68,H,Ayurveda,400,283
2017,Medico,31,H,Homeopath,1000,1021
2018,Especialista,56,H,Dermatologists,400,431
2019,Clinica,70,H,Dentist,800,445
2020,Hospital,52,H,Dentist,1000,583
2021,ONG,43,H,Dermatologists,300,392
2022,Otro,60,H,General Medicine,500,517
2023,Medico,45,H,General Medicine,500,61
2024,Especialista,34,H,Homeopath,200,248
2025,Clinica,66,H,Dermatologists,300,39
2026,Hospital,55,H,General Medicine,500,54
2027,ONG,43,H,ENT Specialist,400,1085
2028,Otro,59,H,General Medicine,400,1069
2029,Medico,37,H,Homeopath,300,404
2030,Especialista,34,H,Homeopath,400,521
2031,Clinica,68,H,Dermatologists,350,282
2032,Hospital,57,H,Dentist,400,516
2033,ONG,39,H,Dentist,500,213
2034,Otro,33,H,General Medicine,300,382
2035,Medico,34,H,Dentist,450,99
2036,Especialista,53,H,Ayurveda,300,212
2037,Clinica,60,H,Ayurveda,1000,1066
2038,Hospital,65,H,Dentist,300,3
2039,ONG,33,H,Homeopath,200,380
2040,Otro,32,H,Dermatologists,300,483
2041,Medico,41,H,Homeopath,350,469
2042,Especialista,32,H,Dermatologists,200,427
2043,Clinica,69,H,General Medicine,300,1074
2044,Hospital,53,H,General Medicine,200,294
2045,ONG,33,H,ENT Specialist,1000,480
2046,Otro,45,H,General Medicine,300,38
2047,Medico,62,H,General Medicine,1000,522
2048,Especialista,43,H,Dentist,750,2910
2049,Clinica,67,H,General Medicine,200,38
2050,Hospital,38,H,General Medicine,400,542
2051,ONG,44,H,General Medicine,70,493
2052,Otro,59,H,Dentist,500,390
2053,Medico,56,H,Dentist,250,48
2054,Especialista,51,H,General Medicine,300,508
2055,Clinica,62,H,Homeopath,300,305
2056,Hospital,59,H,Dermatologists,1050,1007
2057,ONG,49,H,Dermatologists,300,1008
2058,Otro,60,H,Dentist,700,308
2059,Medico,60,H,Dentist,250,380
2060,Especialista,53,H,General Medicine,1000,1042
2061,Clinica,33,H,Dentist,350,533
2062,Hospital,45,H,General Medicine,250,269
2063,ONG,45,H,General Medicine,1000,266
2064,Otro,66,H,Dentist,200,1095
2065,Medico,57,H,Dermatologists,300,426
2066,Especialista,57,H,Dentist,400,88
2067,Clinica,40,H,Homeopath,1000,338
2068,Hospital,60,H,Dentist,300,335
2069,ONG,42,H,Dermatologists,1000,10910
2070,Otro,62,H,General Medicine,1000,237
2071,Medico,69,H,ENT Specialist,1050,352
2072,Especialista,67,H,Homeopath,1000,62
2073,Clinica,32,H,ENT Specialist,300,284
2074,Hospital,53,H,Dermatologists,250,27
2075,ONG,49,H,Dentist,300,63
2076,Otro,53,H,Dermatologists,1000,207
2077,Medico,48,H,Dermatologists,800,532
2078,Especialista,31,H,Dermatologists,500,1047
2079,Clinica,55,H,Dentist,1000,531
2080,Hospital,61,H,General Medicine,400,327
2081,ONG,64,H,General Medicine,800,1005
2082,Otro,59,H,Homeopath,300,1089
2083,Medico,36,H,Homeopath,1000,364
2084,Especialista,68,H,General Medicine,250,10105
2085,Clinica,66,H,Homeopath,1000,482
2086,Hospital,52,H,Homeopath,500,3110
2087,ONG,52,H,Dentist,400,594
2088,Otro,34,H,Homeopath,1000,1077
2089,Medico,43,H,ENT Specialist,1000,544
2090,Especialista,42,H,Ayurveda,300,269
2091,Clinica,32,H,Dermatologists,400,1037
2092,Hospital,50,H,Ayurveda,250,299
2093,ONG,65,H,Dermatologists,300,1076
2094,Otro,65,H,Ayurveda,500,1005
2095,Medico,42,H,Dentist,70,410
2096,Especialista,31,H,Homeopath,500,534
2097,Clinica,37,H,Dentist,800,228
2098,Hospital,54,H,General Medicine,200,1040
2099,ONG,69,H,Homeopath,1000,220
2100,Otro,54,H,General Medicine,1000,1093
2101,Medico,59,H,ENT Specialist,400,396
2102,Especialista,64,H,Dentist,700,104
2103,Clinica,43,H,Dermatologists,800,1072
2104,Hospital,66,H,Homeopath,500,439
2105,ONG,57,H,Dermatologists,300,1076
2106,Otro,36,H,Dentist,200,1094
2107,Medico,33,H,Ayurveda,250,445
2108,Especialista,39,H,Dermatologists,500,10710
2109,Clinica,38,H,General Medicine,400,216
2110,Hospital,56,H,ENT Specialist,300,449
2111,ONG,32,H,General Medicine,700,395
2112,Otro,52,H,General Medicine,500,407
2113,Medico,47,H,Dermatologists,1000,1074
2114,Especialista,58,H,Dermatologists,500,334
2115,Clinica,39,H,Ayurveda,750,420
2116,Hospital,51,H,ENT Specialist,1050,290
2117,ONG,30,H,Homeopath,280,462
2118,Otro,47,H,ENT Specialist,400,390
2119,Medico,63,H,Homeopath,500,1005
2120,Especialista,60,H,Homeopath,500,578
2121,Clinica,47,H,Dentist,300,337
2122,Hospital,58,H,Dentist,1000,217
2123,ONG,47,H,Ayurveda,300,290
2124,Otro,32,H,Dentist,200,10107
2125,Medico,37,H,Dentist,500,308
2126,Especialista,30,H,Dermatologists,500,21
2127,Clinica,70,H,Dermatologists,500,82
2128,Hospital,30,H,Dermatologists,500,466
2129,ONG,33,H,Ayurveda,800,321
2130,Otro,65,H,General Medicine,200,462
2131,Medico,47,H,Dentist,200,368
2132,Especialista,55,H,Dermatologists,200,276
2133,Clinica,51,H,Homeopath,250,429
2134,Hospital,31,H,Dermatologists,500,206
2135,ONG,48,H,Ayurveda,500,1032
2136,Otro,69,H,Dermatologists,500,574
2137,Medico,62,H,Dentist,1050,219
2138,Especialista,69,H,ENT Specialist,200,250
2139,Clinica,60,H,ENT Specialist,1000,20
2140,Hospital,52,H,Ayurveda,500,426
2141,ONG,68,H,Dermatologists,1000,534
2142,Otro,52,H,ENT Specialist,700,4010
2143,Medico,33,H,Ayurveda,600,1054
2144,Especialista,33,H,Homeopath,500,527
2145,Clinica,64,H,Homeopath,300,600
2146,Hospital,64,H,Homeopath,300,382
2147,ONG,49,H,General Medicine,300,48
2148,Otro,50,H,ENT Specialist,1000,484
2149,Medico,52,H,Homeopath,500,2
2150,Especialista,30,H,Dentist,200,435
2151,Clinica,32,H,Ayurveda,700,99
2152,Hospital,56,H,Dentist,500,340
2153,ONG,62,H,Homeopath,500,520
2154,Otro,64,H,General Medicine,250,105
2155,Medico,50,H,Dentist,350,1076
2156,Especialista,61,H,Ayurveda,500,94
2157,Clinica,67,H,Dermatologists,1000,304
2158,Hospital,57,H,Dentist,800,10910
2159,ONG,63,H,Dentist,500,252
2160,Otro,41,H,Dermatologists,200,418
2161,Medico,38,H,General Medicine,500,1090
2162,Especialista,51,H,Dentist,650,94
2163,Clinica,60,H,Dentist,1000,1066
2164,Hospital,43,H,General Medicine,300,810
2165,ONG,67,H,General Medicine,600,547
2166,Otro,56,H,Dermatologists,900,277
2167,Medico,59,H,Ayurveda,1000,294
2168,Especialista,32,H,Dermatologists,1000,1065
2169,Clinica,37,H,Dentist,1000,1074
2170,Hospital,50,H,ENT Specialist,250,532
2171,ONG,47,H,Dermatologists,200,336
2172,Otro,65,H,General Medicine,450,582
2173,Medico,40,H,General Medicine,500,248
2174,Especialista,34,H,Dentist,1000,218
2175,Clinica,41,H,Dentist,200,375
2176,Hospital,45,H,Dermatologists,300,423
2177,ONG,55,H,Dermatologists,500,25
2178,Otro,49,H,Dermatologists,300,66
2179,Medico,47,H,General Medicine,1000,57
2180,Especialista,54,H,Dermatologists,1050,427
2181,Clinica,30,H,Dentist,600,1036
2182,Hospital,36,H,Dentist,200,405
2183,ONG,58,H,ENT Specialist,200,343
2184,Otro,68,H,Ayurveda,300,540
2185,Medico,41,H,General Medicine,800,250
2186,Especialista,39,H,Dentist,1050,8
2187,Clinica,49,H,Homeopath,400,331
2188,Hospital,60,H,Homeopath,1050,2710
2189,ONG,57,H,Dermatologists,200,375
2190,Otro,60,H,Ayurveda,50,101010
2191,Medico,48,H,Dermatologists,250,331
2192,Especialista,39,H,ENT Specialist,400,462
2193,Clinica,37,H,Dermatologists,200,1047
2194,Hospital,35,H,Homeopath,300,4010
2195,ONG,54,H,General Medicine,500,559
2196,Otro,35,H,ENT Specialist,250,89
2197,Medico,52,H,Homeopath,700,379
2198,Especialista,70,H,ENT Specialist,200,96
2199,Clinica,40,H,ENT Specialist,200,600
2200,Hospital,56,H,Dermatologists,600,44
2201,ONG,69,H,Dentist,250,1066
2202,Otro,39,H,General Medicine,1000,90
2203,Medico,69,H,General Medicine,200,544
2204,Especialista,68,H,Homeopath,200,282
2205,Clinica,59,H,ENT Specialist,800,348
2206,Hospital,41,H,Ayurveda,500,467
2207,ONG,60,H,Dentist,200,313
2208,Otro,52,H,ENT Specialist,1000,73
2209,Medico,66,H,Dermatologists,1000,374
2210,Especialista,60,H,General Medicine,300,312
2211,Clinica,30,H,General Medicine,1000,247
2212,Hospital,42,H,Dermatologists,1050,544
2213,ONG,40,H,Dermatologists,800,403
2214,Otro,38,H,Ayurveda,200,554
2215,Medico,68,H,Homeopath,500,541
2216,Especialista,46,H,General Medicine,700,279
2217,Clinica,30,H,ENT Specialist,500,335
2218,Hospital,31,H,Dentist,350,525
2219,ONG,64,H,Ayurveda,300,10106
2220,Otro,60,H,Homeopath,500,261
2221,Medico,61,H,General Medicine,300,487
2222,Especialista,57,H,Dermatologists,1000,366
2223,Clinica,48,H,Dermatologists,1000,1060
2224,Hospital,41,H,General Medicine,400,1077
2225,ONG,45,H,Dentist,1000,490
2226,Otro,42,H,Ayurveda,1000,10106
2227,Medico,34,H,Dentist,200,97
2228,Especialista,46,H,Dentist,1050,213
2229,Clinica,65,H,Dentist,200,353
2230,Hospital,51,H,Dermatologists,300,298
2231,ONG,51,H,ENT Specialist,300,32
2232,Otro,45,H,General Medicine,300,1007
2233,Medico,41,H,Dentist,250,1088
2234,Especialista,70,H,Dentist,300,499
2235,Clinica,51,H,Dentist,1000,238
2236,Hospital,67,H,Dermatologists,500,322
2237,ONG,35,H,Dermatologists,500,1034
2238,Otro,44,H,Homeopath,400,5110
2239,Medico,43,H,General Medicine,500,1039
2240,Especialista,61,H,Dentist,300,1040
2241,Clinica,35,H,ENT Specialist,200,68
2242,Hospital,52,H,Dentist,800,588
2243,ONG,32,H,Dentist,400,216
2244,Otro,41,H,Dermatologists,1000,315
2245,Medico,45,H,Dentist,300,526
2246,Especialista,63,H,Ayurveda,1000,69
2247,Clinica,36,H,Homeopath,200,1039
2248,Hospital,64,H,Homeopath,200,328
2249,ONG,46,H,ENT Specialist,40,482
2250,Otro,30,H,Dermatologists,300,1049
2251,Medico,68,H,General Medicine,1000,2010
2252,Especialista,58,H,ENT Specialist,50,348
2253,Clinica,44,H,Dentist,900,524
2254,Hospital,47,H,Dentist,1050,582
2255,ONG,69,H,General Medicine,1000,8
2256,Otro,44,H,General Medicine,1050,498
2257,Medico,51,H,Dentist,500,227
2258,Especialista,48,H,Dermatologists,1050,274
2259,Clinica,69,H,Dermatologists,750,30
2260,Hospital,47,H,Dermatologists,300,10810
2261,ONG,45,H,Dentist,600,538
2262,Otro,66,H,General Medicine,200,419
2263,Medico,68,H,General Medicine,200,34
2264,Especialista,39,H,ENT Specialist,1000,27
2265,Clinica,53,H,General Medicine,600,508
2266,Hospital,52,H,Dentist,250,483
2267,ONG,53,H,Homeopath,500,208
2268,Otro,34,H,Dermatologists,500,488
2269,Medico,57,H,Dermatologists,500,1031
2270,Especialista,53,H,ENT Specialist,300,2
2271,Clinica,40,H,General Medicine,400,500
2272,Hospital,32,H,Dermatologists,200,532
2273,ONG,60,H,Dermatologists,500,412
2274,Otro,36,H,Dentist,1000,1080
2275,Medico,36,H,ENT Specialist,1000,1020
2276,Especialista,32,H,Homeopath,700,454
2277,Clinica,66,H,General Medicine,300,568
2278,Hospital,36,H,Dentist,400,278
2279,ONG,43,H,General Medicine,1050,472
2280,Otro,67,H,General Medicine,600,345
2281,Medico,58,H,Ayurveda,1000,497
2282,Especialista,45,H,Dentist,1050,506
2283,Clinica,65,H,Dermatologists,200,470
2284,Hospital,64,H,ENT Specialist,300,74
2285,ONG,32,H,General Medicine,250,285
2286,Otro,38,H,Dermatologists,800,24
2287,Medico,35,H,General Medicine,250,347
2288,Especialista,65,H,ENT Specialist,300,375
2289,Clinica,35,H,Dentist,500,27
2290,Hospital,53,H,Homeopath,250,1029
2291,ONG,52,H,General Medicine,250,56
2292,Otro,57,H,General Medicine,500,506
2293,Medico,54,H,Dentist,250,1034
2294,Especialista,68,H,Homeopath,500,94
2295,Clinica,42,H,General Medicine,500,408
2296,Hospital,47,H,Dermatologists,500,553
2297,ONG,57,H,General Medicine,400,379
2298,Otro,39,H,General Medicine,300,364
2299,Medico,44,H,ENT Specialist,1000,101010
2300,Especialista,39,H,Ayurveda,500,433
2301,Clinica,61,H,ENT Specialist,1050,424
2302,Hospital,59,H,Dermatologists,1000,550
2303,ONG,58,H,Dentist,400,579
2304,Otro,30,H,Dentist,300,264
2305,Medico,51,H,Homeopath,200,455
2306,Especialista,30,H,Homeopath,1050,524
2307,Clinica,52,H,Ayurveda,1050,534
2308,Hospital,34,H,ENT Specialist,200,555
2309,ONG,46,H,ENT Specialist,200,557
2310,Otro,58,H,Dentist,500,493
2311,Medico,43,H,Dermatologists,1000,496
2312,Especialista,41,H,Dentist,600,1048
2313,Clinica,62,H,Homeopath,300,1080
2314,Hospital,55,H,Dermatologists,200,340
2315,ONG,59,H,Homeopath,400,10108
2316,Otro,53,H,Homeopath,800,64
2317,Medico,56,H,Ayurveda,1000,1093
2318,Especialista,59,H,Ayurveda,500,244
2319,Clinica,49,H,Dentist,1000,406
2320,Hospital,51,H,Dermatologists,200,237
2321,ONG,44,H,General Medicine,450,68
2322,Otro,56,H,Dentist,500,319
2323,Medico,45,H,ENT Specialist,200,441
2324,Especialista,32,H,Ayurveda,400,10103
2325,Clinica,49,H,Dermatologists,500,380
2326,Hospital,41,H,Homeopath,500,565
2327,ONG,63,H,General Medicine,450,72
2328,Otro,57,H,Dermatologists,300,498
2329,Medico,49,H,Dermatologists,1000,1085
2330,Especialista,67,H,Homeopath,400,1028
2331,Clinica,52,H,Homeopath,450,518
2332,Hospital,48,H,General Medicine,500,1009
2333,ONG,67,H,Dentist,400,5910
2334,Otro,30,H,Dentist,200,457
2335,Medico,51,H,Ayurveda,300,8
2336,Especialista,62,H,ENT Specialist,1000,586
2337,Clinica,58,H,Ayurveda,200,90
2338,Hospital,31,H,Dentist,500,284
2339,ONG,44,H,Ayurveda,200,529
2340,Otro,45,H,Ayurveda,1000,1077
2341,Medico,32,H,ENT Specialist,300,404
2342,Especialista,45,H,ENT Specialist,1050,526
2343,Clinica,58,H,Dermatologists,500,429
2344,Hospital,69,H,Homeopath,500,259
2345,ONG,42,H,Dermatologists,300,239
2346,Otro,46,H,General Medicine,400,576
2347,Medico,55,H,Dentist,400,466
2348,Especialista,67,H,ENT Specialist,300,452
2349,Clinica,63,H,Dermatologists,450,515
2350,Hospital,64,H,Ayurveda,300,76
2351,ONG,33,H,General Medicine,1050,300
2352,Otro,39,H,General Medicine,1000,279
2353,Medico,63,H,Homeopath,250,524
2354,Especialista,46,H,General Medicine,500,541
2355,Clinica,35,H,Ayurveda,250,7
2356,Hospital,34,H,ENT Specialist,1000,219
2357,ONG,52,H,Dermatologists,800,445
2358,Otro,43,H,Dentist,200,2
2359,Medico,58,H,Dentist,200,424
2360,Especialista,32,H,Dermatologists,300,5110
2361,Clinica,32,H,General Medicine,500,68
2362,Hospital,69,H,Ayurveda,350,1023
2363,ONG,33,H,Ayurveda,300,57
2364,Otro,36,H,Dermatologists,1000,102
2365,Medico,64,H,General Medicine,1000,77
2366,Especialista,33,H,ENT Specialist,250,498
2367,Clinica,43,H,Dentist,1000,94
2368,Hospital,64,H,Ayurveda,200,486
2369,ONG,52,H,Dentist,1000,517
2370,Otro,52,H,Homeopath,500,1056
2371,Medico,66,H,Dentist,450,258
2372,Especialista,34,H,Homeopath,200,4810
2373,Clinica,45,H,General Medicine,800,257
2374,Hospital,35,H,Dentist,400,1021
2375,ONG,41,H,Dentist,300,57
2376,Otro,45,H,General Medicine,1000,1022
2377,Medico,36,H,Ayurveda,300,3710
2378,Especialista,34,H,ENT Specialist,1000,470
2379,Clinica,36,H,Dentist,350,551
2380,Hospital,64,H,ENT Specialist,1000,483
2381,ONG,42,H,Homeopath,800,1040
2382,Otro,31,H,Dentist,1000,367
2383,Medico,43,H,Dentist,500,538
2384,Especialista,69,H,Homeopath,200,459
2385,Clinica,58,H,Dentist,300,1065
2386,Hospital,60,H,Dermatologists,200,95
2387,ONG,36,H,General Medicine,500,487
2388,Otro,51,H,General Medicine,1000,277
2389,Medico,45,H,General Medicine,400,351
2390,Especialista,60,H,Homeopath,200,262
2391,Clinica,31,H,General Medicine,200,104
2392,Hospital,45,H,Dentist,750,99
2393,ONG,53,H,Homeopath,250,559
2394,Otro,49,H,Dermatologists,900,415
2395,Medico,35,H,Dermatologists,300,35
2396,Especialista,56,H,General Medicine,1000,277
2397,Clinica,62,H,ENT Specialist,250,1055
2398,Hospital,35,H,Dentist,200,410
2399,ONG,54,H,ENT Specialist,1000,551
2400,Otro,64,H,Dentist,600,3810
2401,Medico,64,H,General Medicine,200,406
2402,Especialista,37,H,Dentist,1000,76
2403,Clinica,52,H,Dentist,500,46
2404,Hospital,38,H,Dermatologists,1000,1094
2405,ONG,56,H,Dentist,300,477
2406,Otro,67,H,Dentist,500,413
2407,Medico,43,H,Dentist,800,353
2408,Especialista,37,H,Ayurveda,300,256
2409,Clinica,63,H,ENT Specialist,300,467
2410,Hospital,36,H,Dermatologists,500,83
2411,ONG,54,H,Dermatologists,300,69
2412,Otro,44,H,ENT Specialist,400,270
2413,Medico,39,H,Ayurveda,500,545
2414,Especialista,46,H,Dentist,250,1026
2415,Clinica,35,H,ENT Specialist,1000,354
2416,Hospital,51,H,ENT Specialist,500,40
2417,ONG,42,H,Homeopath,400,442
2418,Otro,38,H,Ayurveda,1000,1036
2419,Medico,47,H,Dentist,200,518
2420,Especialista,36,H,Dentist,300,528
2421,Clinica,57,H,Ayurveda,1050,1084
2422,Hospital,56,H,Homeopath,500,337
2423,ONG,60,H,ENT Specialist,300,479
2424,Otro,54,H,ENT Specialist,300,107
2425,Medico,66,H,ENT Specialist,400,565
2426,Especialista,46,H,General Medicine,700,87
2427,Clinica,57,H,Dermatologists,1000,100
2428,Hospital,43,H,Homeopath,500,309
2429,ONG,33,H,Ayurveda,900,493
2430,Otro,61,H,Dentist,1000,489
2431,Medico,66,H,Homeopath,200,397
2432,Especialista,40,H,Dentist,1000,404
2433,Clinica,32,H,General Medicine,250,288
2434,Hospital,53,H,Homeopath,350,82
2435,ONG,70,H,Dentist,300,480
2436,Otro,65,H,General Medicine,200,1066
2437,Medico,50,H,Dermatologists,250,559
2438,Especialista,32,H,Homeopath,1000,464
2439,Clinica,61,H,General Medicine,1000,565
2440,Hospital,30,H,General Medicine,600,434
2441,ONG,41,H,General Medicine,400,1096
2442,Otro,35,H,Dermatologists,1050,203
2443,Medico,57,H,General Medicine,500,589
2444,Especialista,66,H,Dermatologists,500,318
2445,Clinica,32,H,Dentist,700,533
2446,Hospital,70,H,Dentist,1000,3010
2447,ONG,53,H,ENT Specialist,250,1045
2448,Otro,34,H,Dentist,500,451
2449,Medico,70,H,Homeopath,1000,577
2450,Especialista,44,H,Dentist,300,332
2451,Clinica,61,H,General Medicine,200,336
2452,Hospital,40,H,Homeopath,350,47
2453,ONG,60,H,Dentist,500,360
2454,Otro,58,H,ENT Specialist,300,546
2455,Medico,60,H,Dentist,500,415
2456,Especialista,66,H,Dermatologists,250,1090
2457,Clinica,39,H,Dermatologists,400,382
2458,Hospital,69,H,Homeopath,1000,250
2459,ONG,60,H,Ayurveda,800,568
2460,Otro,41,H,Homeopath,40,2
2461,Medico,59,H,Ayurveda,700,262
2462,Especialista,64,H,General Medicine,200,521
2463,Clinica,69,H,Dentist,1000,540
2464,Hospital,69,H,ENT Specialist,200,213
2465,ONG,68,H,Dentist,300,440
2466,Otro,37,H,Dermatologists,200,490
2467,Medico,53,H,Dermatologists,500,599
2468,Especialista,41,H,General Medicine,500,1050
2469,Clinica,39,H,Dentist,500,315
2470,Hospital,55,H,Ayurveda,200,76
2471,ONG,62,H,Dermatologists,500,1053
2472,Otro,53,H,Homeopath,500,327
2473,Medico,56,H,Dermatologists,300,73
2474,Especialista,70,H,ENT Specialist,800,96
2475,Clinica,59,H,Homeopath,300,544
2476,Hospital,70,H,Homeopath,1050,10104
2477,ONG,66,H,ENT Specialist,350,495
2478,Otro,30,H,General Medicine,200,256
2479,Medico,37,H,Homeopath,1000,562
2480,Especialista,61,H,Dentist,1050,458
2481,Clinica,46,H,Dentist,200,249
2482,Hospital,38,H,General Medicine,500,409
2483,ONG,68,H,Dentist,300,240
2484,Otro,62,H,Homeopath,200,266
2485,Medico,58,H,Dentist,1050,214
2486,Especialista,60,H,Dentist,1000,280
2487,Clinica,45,H,Dentist,1000,254
2488,Hospital,48,H,Dermatologists,300,578
2489,ONG,44,H,Dermatologists,350,1034
2490,Otro,30,H,General Medicine,800,364
2491,Medico,58,H,Homeopath,1000,1047
2492,Especialista,31,H,Dentist,400,1041
2493,Clinica,40,H,General Medicine,1000,710
2494,Hospital,56,H,General Medicine,500,583
2495,ONG,56,H,General Medicine,200,1050
2496,Otro,58,H,Dermatologists,50,55
2497,Medico,31,H,Dentist,500,203
2498,Especialista,64,H,Dentist,200,543
2499,Clinica,44,H,Dermatologists,1000,334
2500,Hospital,49,H,General Medicine,1000,30
2501,ONG,59,H,General Medicine,800,1020
2502,Otro,33,H,General Medicine,600,487
2503,Medico,60,H,Dentist,50,240
2504,Especialista,70,H,ENT Specialist,1000,595
2505,Clinica,64,H,Dermatologists,400,312
2506,Hospital,70,H,ENT Specialist,700,84
2507,ONG,40,H,General Medicine,600,556
2508,Otro,39,H,Homeopath,250,448
2509,Medico,55,H,Dermatologists,300,473
2510,Especialista,42,H,Dentist,500,5710
2511,Clinica,34,H,Ayurveda,500,343
2512,Hospital,41,H,Homeopath,1050,413
2513,ONG,64,H,General Medicine,450,573
2514,Otro,70,H,General Medicine,500,561
2515,Medico,38,H,Dermatologists,750,265
2516,Especialista,70,H,General Medicine,1000,366
2517,Clinica,58,H,Dentist,1050,394
2518,Hospital,67,H,Dentist,500,396
2519,ONG,44,H,Dentist,500,569
2520,Otro,66,H,Dermatologists,1000,1060
2521,Medico,61,H,Dermatologists,500,493
2522,Especialista,50,H,Homeopath,400,322
2523,Clinica,32,H,Dentist,900,6
2524,Hospital,30,H,Dentist,1000,46
2525,ONG,43,H,Dentist,500,3810
2526,Otro,48,H,Ayurveda,1000,534
2527,Medico,61,H,ENT Specialist,250,383
2528,Especialista,41,H,ENT Specialist,350,384
2529,Clinica,35,H,Dermatologists,700,1060
2530,Hospital,47,H,Ayurveda,600,10100
2531,ONG,51,H,General Medicine,200,1003
2532,Otro,70,H,Ayurveda,500,600
2533,Medico,67,H,ENT Specialist,600,215
2534,Especialista,57,H,General Medicine,1000,345
2535,Clinica,52,H,Homeopath,400,4
2536,Hospital,56,H,Dentist,500,474
2537,ONG,39,H,ENT Specialist,200,410
2538,Otro,58,H,General Medicine,1000,530
2539,Medico,43,H,Homeopath,1000,544
2540,Especialista,42,H,Dentist,500,561
2541,Clinica,31,H,Dermatologists,500,540
2542,Hospital,45,H,Dermatologists,600,10100
2543,ONG,59,H,ENT Specialist,400,399
2544,Otro,45,H,Ayurveda,350,502
2545,Medico,37,H,Dermatologists,500,586
2546,Especialista,48,H,General Medicine,500,810
2547,Clinica,40,H,Homeopath,1000,20
2548,Hospital,42,H,ENT Specialist,1000,578
2549,ONG,55,H,Ayurveda,250,587
2550,Otro,30,H,Dentist,500,433
2551,Medico,65,H,Homeopath,500,478
2552,Especialista,67,H,Dentist,250,1027
2553,Clinica,32,H,ENT Specialist,1050,580
2554,Hospital,30,H,General Medicine,500,492
2555,ONG,33,H,Dentist,300,441
2556,Otro,53,H,Dermatologists,300,330
2557,Medico,61,H,Dentist,300,242
2558,Especialista,57,H,Dermatologists,1000,385
2559,Clinica,69,H,General Medicine,400,541
2560,Hospital,58,H,General Medicine,1000,1043
